"DataMessageGUID","SensorID","Sensor Name","Date","Formatted Value"
"be7cd4cb-8556-45bc-9612-b9b5e24c7525","466021","Humidity - 466021","19-11-15 21:42","29.62% @ 27.8° C"
"f6f3371d-03d7-4bdd-ace7-5c4f50d68976","466021","Humidity - 466021","19-11-15 21:32","29.58% @ 27.7° C"
"4b1d673b-1247-468f-850b-75094535cc4b","466021","Humidity - 466021","19-11-15 21:22","29.53% @ 27.8° C"
"2b651ead-5236-4fb3-9341-6dee27168667","466021","Humidity - 466021","19-11-15 21:12","29.49% @ 27.8° C"
"d6bf6896-0e25-4048-bd51-95b44c30f563","466021","Humidity - 466021","19-11-15 21:02","29.43% @ 27.8° C"
"b359503e-3196-46a9-ab2d-9b908a090779","466021","Humidity - 466021","19-11-15 20:52","29.46% @ 27.8° C"
"de17db14-3622-479a-8df7-eb492835d4aa","466021","Humidity - 466021","19-11-15 20:42","29.4% @ 27.8° C"
"ed809a48-84c9-4095-837d-66234a9f26b2","466021","Humidity - 466021","19-11-15 20:32","29.39% @ 27.8° C"
"ded5965e-07cb-4a39-a0ab-3843fcd75820","466021","Humidity - 466021","19-11-15 20:22","29.39% @ 27.8° C"
"c795b5dc-8ea8-42f6-9e6e-239bd5fb22e1","466021","Humidity - 466021","19-11-15 20:12","29.37% @ 27.8° C"
"8a1da414-14d2-45c9-b1d1-81ad7cb06269","466021","Humidity - 466021","19-11-15 20:02","29.35% @ 27.8° C"
"d52f2317-e813-4f3d-ab95-df5faa6275e0","466021","Humidity - 466021","19-11-15 19:52","29.32% @ 27.8° C"
"f69d1561-e6d2-42bf-b84f-b6fd62a77fec","466021","Humidity - 466021","19-11-15 19:42","29.26% @ 27.8° C"
"f29a4230-9463-4800-901a-84a91caa5581","466021","Humidity - 466021","19-11-15 19:32","29.23% @ 27.8° C"
"27a56f11-015e-4651-87ce-63d7d5972b0a","466021","Humidity - 466021","19-11-15 19:22","29.26% @ 27.8° C"
"a30f08b5-fb96-47f7-97df-b23058f22757","466021","Humidity - 466021","19-11-15 19:12","29.19% @ 27.8° C"
"a6bc7ed9-2edd-4489-aae8-5431c9272870","466021","Humidity - 466021","19-11-15 19:02","29.22% @ 27.8° C"
"5e688764-9a35-4cef-8417-9c58024288b1","466021","Humidity - 466021","19-11-15 18:52","29.2% @ 27.7° C"
"2b9c7601-115a-42db-a0d4-0ea44e8557c5","466021","Humidity - 466021","19-11-15 18:42","29.12% @ 27.7° C"
"88b9b0ab-0660-4f91-b131-6eea1c1c9901","466021","Humidity - 466021","19-11-15 18:32","29.18% @ 27.7° C"
"52543cfe-6217-4ca9-b121-4261a1f95237","466021","Humidity - 466021","19-11-15 18:22","29.07% @ 27.6° C"
"1fddf7ec-fdd1-4ed8-b91c-d505ad822ef4","466021","Humidity - 466021","19-11-15 18:12","29.03% @ 27.6° C"
"9561145d-7a80-4e11-a870-9570ef1f094b","466021","Humidity - 466021","19-11-15 18:02","29.01% @ 27.6° C"
"bb97b994-2271-4efb-a440-3514a2c73fc6","466021","Humidity - 466021","19-11-15 17:52","28.95% @ 27.6° C"
"7d793215-942f-409f-b165-c1b5eae75814","466021","Humidity - 466021","19-11-15 17:42","28.89% @ 27.6° C"
"fa42a33f-e67c-4152-b187-93f63f05adf8","466021","Humidity - 466021","19-11-15 17:32","28.82% @ 27.5° C"
"2c871552-9148-4781-8c87-8fdc27817e6f","466021","Humidity - 466021","19-11-15 17:22","28.74% @ 27.4° C"
"17adbc11-3134-4e00-bb99-8f53acbcb90d","466021","Humidity - 466021","19-11-15 17:12","28.59% @ 27.4° C"
"c62c3a21-b8a8-4282-8224-1f0621907547","466021","Humidity - 466021","19-11-15 17:02","28.44% @ 27.3° C"
"98383b79-045d-4289-bfb6-a9fc0b5ae56e","466021","Humidity - 466021","19-11-15 16:52","28.41% @ 27.3° C"
"5757e3d3-b77b-4e98-b029-33f21fee39a3","466021","Humidity - 466021","19-11-15 16:42","28.34% @ 27.2° C"
"34c87820-d302-4d1d-9dc1-30837ae3b543","466021","Humidity - 466021","19-11-15 16:32","28.31% @ 27.1° C"
"be181561-7fa1-4546-b252-63690f568dc2","466021","Humidity - 466021","19-11-15 16:22","28.34% @ 27.1° C"
"b52d0470-0acb-470f-9973-a154283b6745","466021","Humidity - 466021","19-11-15 16:12","28.47% @ 27° C"
"ba1aaf31-a24a-4b84-8248-7dfc949ba598","466021","Humidity - 466021","19-11-15 16:02","28.51% @ 26.9° C"
"a37a42e6-a851-4086-9a57-93ae7825a913","466021","Humidity - 466021","19-11-15 15:52","28.55% @ 26.9° C"
"3f354599-3460-4eed-936f-a1b73e9b7f57","466021","Humidity - 466021","19-11-15 15:42","28.7% @ 26.7° C"
"6c51b599-b741-4a61-9044-6086d07bedd0","466021","Humidity - 466021","19-11-15 15:32","28.79% @ 26.7° C"
"41d2c361-b220-4773-9e79-a202458e8dc4","466021","Humidity - 466021","19-11-15 15:22","28.92% @ 26.6° C"
"ead5c844-0273-4226-b800-b247d2c057b6","466021","Humidity - 466021","19-11-15 15:12","28.95% @ 26.5° C"
"af4fdeb7-99ca-414e-b01e-534ccbd30f0d","466021","Humidity - 466021","19-11-15 15:02","29% @ 26.4° C"
